,Unnamed: 0,Pmid,Sentences,COMPOUND,PHENOTYPE,Has Match,Cause Match,Effect Match,Verb Match,Ontology ID,Ontology term,CID,compound_name,compound_name_final,lemma_verb
1681,19613,35107114,"LDFP can inhibit the activity of ALT, AST, TC, TG, tumor necrosis factor (TNF-α), and interleukin-6 (IL-6) in serum; significantly improve the inflammatory state of the liver; increase the activity of superoxide dismutase (SOD) and the glutathione (GSH) content; decrease the malondialdehyde (MDA) content; alleviate the toxicity caused by reactive oxygen species; and alleviate  liver injury.","['LDFP', 'glutathione', 'oxygen']","['tumor necrosis factor', 'inflammatory state of the liver', 'increase the activity of superoxide dismutase (SOD)', 'decrease the malondialdehyde (MDA) content']",True,oxygen,increase the activity of superoxide dismutase,inhibit,C4023529,Abnormality of tumor necrosis factor secretion,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",oxygen,inhibit
1682,19613,35107114,"LDFP can inhibit the activity of ALT, AST, TC, TG, tumor necrosis factor (TNF-α), and interleukin-6 (IL-6) in serum; significantly improve the inflammatory state of the liver; increase the activity of superoxide dismutase (SOD) and the glutathione (GSH) content; decrease the malondialdehyde (MDA) content; alleviate the toxicity caused by reactive oxygen species; and alleviate  liver injury.","['LDFP', 'glutathione', 'oxygen']","['tumor necrosis factor', 'inflammatory state of the liver', 'increase the activity of superoxide dismutase (SOD)', 'decrease the malondialdehyde (MDA) content']",True,oxygen,decrease the malondialdehyde,inhibit,C0427437,Decreased mean corpuscular haemoglobin,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",oxygen,inhibit
1683,19677,34964416," RESULTS: The application of CCl4 led to tubular necrosis, inflammation, vascular  congestion, and increased Serum BUN and creatinine values.",['CCl4'],"['tubular necrosis', 'inflammation', 'vascular  congestion', 'increased Serum BUN and creatinine values']",True,CCl4,tubular necrosis,led,C0022672,Acute tubular necrosis,5943,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,lead
1684,19677,34964416," RESULTS: The application of CCl4 led to tubular necrosis, inflammation, vascular  congestion, and increased Serum BUN and creatinine values.",['CCl4'],"['tubular necrosis', 'inflammation', 'vascular  congestion', 'increased Serum BUN and creatinine values']",True,CCl4,inflammation,led,C3875321,Skin inflammation,5943,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,lead
1685,19677,34964416," RESULTS: The application of CCl4 led to tubular necrosis, inflammation, vascular  congestion, and increased Serum BUN and creatinine values.",['CCl4'],"['tubular necrosis', 'inflammation', 'vascular  congestion', 'increased Serum BUN and creatinine values']",True,CCl4,vascular  congestion,led,C1761613,Conjunctival vascular congestion,5943,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,lead
1686,19677,34964416," RESULTS: The application of CCl4 led to tubular necrosis, inflammation, vascular  congestion, and increased Serum BUN and creatinine values.",['CCl4'],"['tubular necrosis', 'inflammation', 'vascular  congestion', 'increased Serum BUN and creatinine values']",True,CCl4,increased Serum BUN and creatinine values,led,C0700225,High blood creatinine level,5943,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,lead
1687,19682,34946608,"  Carbon tetrachloride (CCL4) induces oxidative stress by free radical toxicities,  inflammation, and neurotoxicity.",['Carbon tetrachloride'],"['oxidative stress', 'inflammation', 'neurotoxicity']",True,Carbon tetrachloride,oxidative stress,induces,C0242606,Oxidative stress,5943,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,induce
1688,19682,34946608,"  Carbon tetrachloride (CCL4) induces oxidative stress by free radical toxicities,  inflammation, and neurotoxicity.",['Carbon tetrachloride'],"['oxidative stress', 'inflammation', 'neurotoxicity']",True,Carbon tetrachloride,inflammation,induces,C3875321,Skin inflammation,5943,CARBON TETRACHLORIDE,CARBON TETRACHLORIDE,induce
1689,19736,35261172,"  Reactive oxygen species (ROS) exposure triggers granulosa cells' (GCs) senescence, which is an important causal factor for premature ovarian failure (POF).",['oxygen'],['premature ovarian failure'],True,oxygen,premature ovarian failure,triggers,C0025322,Climacterium praecox,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",oxygen,trigger
1690,19757,35241369,  PURPOSE: The primary objective of this study was to investigate the potential protective effect of Vitamin D (Vit D) on DOX induced cardio toxicity (DIC) in early breast cancer patients receiving adjuvant DOX based chemotherapy (AC).,"['DOX', 'DOX']",['cancer'],True,DOX,cancer,induced,C0006826,Cancer,31703,Doxorubicin,Doxorubicin,induce
1691,19764,35237692, Methods: Spermatogenesis disorder was induced in male mice with CPA (cyclophosphamide).,"['CPA', 'cyclophosphamide']",['Spermatogenesis disorder'],True,CPA,Spermatogenesis disorder,induced,C0520933,Abnormal spermatogenesis,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",CPA,induce
1692,19764,35237692, Methods: Spermatogenesis disorder was induced in male mice with CPA (cyclophosphamide).,"['CPA', 'cyclophosphamide']",['Spermatogenesis disorder'],True,cyclophosphamide,Spermatogenesis disorder,induced,C0520933,Abnormal spermatogenesis,2907,Cyclophosphamide,Cyclophosphamide,induce
1693,19768,35237305,"High doses of PEG-asparaginase are associated with side effects such as hepatotoxicity, pancreatitis, venous thrombosis, hypersensitivity reactions against the drug and severe hypertriglyceridemia.",['PEG-asparaginase'],"['hepatotoxicity', 'pancreatitis', 'venous thrombosis', 'hypersensitivity reactions', 'hypertriglyceridemia']",True,PEG-asparaginase,pancreatitis,associated,C0030305,Pancreatitis,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",PEG-asparaginase,associate
1694,19768,35237305,"High doses of PEG-asparaginase are associated with side effects such as hepatotoxicity, pancreatitis, venous thrombosis, hypersensitivity reactions against the drug and severe hypertriglyceridemia.",['PEG-asparaginase'],"['hepatotoxicity', 'pancreatitis', 'venous thrombosis', 'hypersensitivity reactions', 'hypertriglyceridemia']",True,PEG-asparaginase,venous thrombosis,associated,C0042487,Venous thrombosis,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",PEG-asparaginase,associate
1695,19768,35237305,"High doses of PEG-asparaginase are associated with side effects such as hepatotoxicity, pancreatitis, venous thrombosis, hypersensitivity reactions against the drug and severe hypertriglyceridemia.",['PEG-asparaginase'],"['hepatotoxicity', 'pancreatitis', 'venous thrombosis', 'hypersensitivity reactions', 'hypertriglyceridemia']",True,PEG-asparaginase,hypersensitivity reactions,associated,C0042487,Venous thrombosis,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",PEG-asparaginase,associate
1696,19768,35237305,"High doses of PEG-asparaginase are associated with side effects such as hepatotoxicity, pancreatitis, venous thrombosis, hypersensitivity reactions against the drug and severe hypertriglyceridemia.",['PEG-asparaginase'],"['hepatotoxicity', 'pancreatitis', 'venous thrombosis', 'hypersensitivity reactions', 'hypertriglyceridemia']",True,PEG-asparaginase,hypertriglyceridemia,associated,C0813230,Increased plasma Tg levels,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",PEG-asparaginase,associate
1697,19815,34856006,"After exclusion of olmesartan (to minimize a notoriety bias), two ARBs  were significantly associated with diarrhea: eprosartan (ROR = 1.93 (1.32-2.72) and telmisartan (ROR = 1.41 (1.23-1.62) but not the six others.","['olmesartan', 'eprosartan', 'telmisartan']",['diarrhea'],True,olmesartan,diarrhea,associated,C0011991,Diarrhoea,158781,5-(2-hydroxypropan-2-yl)-2-propyl-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]imidazole-4-carboxylic acid,5-(2-hydroxypropan-2-yl)-2-propyl-3-[[4-[2-(2H-tetrazol-5-yl)phenyl]phenyl]methyl]imidazole-4-carboxylic acid,associate
1698,19815,34856006,"After exclusion of olmesartan (to minimize a notoriety bias), two ARBs  were significantly associated with diarrhea: eprosartan (ROR = 1.93 (1.32-2.72) and telmisartan (ROR = 1.41 (1.23-1.62) but not the six others.","['olmesartan', 'eprosartan', 'telmisartan']",['diarrhea'],True,eprosartan,diarrhea,associated,C0011991,Diarrhoea,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",eprosartan,associate
1699,19815,34856006,"After exclusion of olmesartan (to minimize a notoriety bias), two ARBs  were significantly associated with diarrhea: eprosartan (ROR = 1.93 (1.32-2.72) and telmisartan (ROR = 1.41 (1.23-1.62) but not the six others.","['olmesartan', 'eprosartan', 'telmisartan']",['diarrhea'],True,telmisartan,diarrhea,associated,C0011991,Diarrhoea,65999,Telmisartan,Telmisartan,associate
1700,19820,34834171,"By releasing 20% of the loaded telmisartan in 30 days, these hybrid biodegradable/stent telmisartan-loaded nanofibers increased the migration of endothelial progenitor cells in vitro, promoted endothelialization, and reduced intimal hyperplasia.",['telmisartan'],"['migration of endothelial progenitor cells', 'promoted endothelialization', 'reduced intimal hyperplasia']",True,telmisartan,migration of endothelial progenitor cells,increased,C0011991,Diarrhoea,65999,Telmisartan,Telmisartan,increase
1701,19820,34834171,"By releasing 20% of the loaded telmisartan in 30 days, these hybrid biodegradable/stent telmisartan-loaded nanofibers increased the migration of endothelial progenitor cells in vitro, promoted endothelialization, and reduced intimal hyperplasia.",['telmisartan'],"['migration of endothelial progenitor cells', 'promoted endothelialization', 'reduced intimal hyperplasia']",True,telmisartan,promoted endothelialization,increased,C0011991,Diarrhoea,65999,Telmisartan,Telmisartan,increase
1702,19839,34594226,Acute exposure of db/db mice to a telmisartan dose equivalent to therapeutic doses in humans resulted in lower blood glucose and increased plasma insulin concentration in OGTT.,['telmisartan'],"['lower blood glucose', 'increased plasma insulin concentration']",True,telmisartan,lower blood glucose,resulted,C0020456,High blood sugar,65999,Telmisartan,Telmisartan,result
1703,19847,34522111,"Multivariate analysis showed that the consumption of ACE-I or ARB was not associated with a decrease/constant  of UACR or increase potassium level, even after adjusting by confounding variables.",['ARB'],['increase potassium level'],True,ARB,increase potassium level,associated,C1846351,Increased urinary potassium,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",ARB,associate
1704,19872,34343694,"Compared to amlodipine monotherapy, the addition of moderate-intensity statin resulted in a significantly greater percentage reduction of systolic blood pressure (-2.22%, 95% confidence intervals: [-3.82 to -0.62]).",['amlodipine'],['systolic blood pressure'],True,amlodipine,systolic blood pressure,resulted,C0277885,Decreased systolic blood pressure,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",amlodipine,result
1705,19873,34343694,"Combined high-intensity statin and amlodipine lead to significant increase of high-density lipoprotein cholesterol (8.34%, 95% confidence intervals: [0.73 to 15.95]), while effective triglyceride reduction was achieved by adding amlodipine and telmisartan to high-intensity statin (-14.68%, 95% confidence intervals: [-28.48  to -0.89]).","['amlodipine', 'amlodipine', 'telmisartan']","['increase of high-density lipoprotein cholesterol', 'effective triglyceride reduction']",True,amlodipine,increase of high-density lipoprotein cholesterol,lead,C0151691,Decreased HDL cholesterol concentration,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",amlodipine,lead
1706,19873,34343694,"Combined high-intensity statin and amlodipine lead to significant increase of high-density lipoprotein cholesterol (8.34%, 95% confidence intervals: [0.73 to 15.95]), while effective triglyceride reduction was achieved by adding amlodipine and telmisartan to high-intensity statin (-14.68%, 95% confidence intervals: [-28.48  to -0.89]).","['amlodipine', 'amlodipine', 'telmisartan']","['increase of high-density lipoprotein cholesterol', 'effective triglyceride reduction']",True,amlodipine,effective triglyceride reduction,lead,C0151691,Decreased HDL cholesterol concentration,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",amlodipine,lead
1707,19873,34343694,"Combined high-intensity statin and amlodipine lead to significant increase of high-density lipoprotein cholesterol (8.34%, 95% confidence intervals: [0.73 to 15.95]), while effective triglyceride reduction was achieved by adding amlodipine and telmisartan to high-intensity statin (-14.68%, 95% confidence intervals: [-28.48  to -0.89]).","['amlodipine', 'amlodipine', 'telmisartan']","['increase of high-density lipoprotein cholesterol', 'effective triglyceride reduction']",True,amlodipine,increase of high-density lipoprotein cholesterol,lead,C0151691,Decreased HDL cholesterol concentration,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",amlodipine,lead
1708,19873,34343694,"Combined high-intensity statin and amlodipine lead to significant increase of high-density lipoprotein cholesterol (8.34%, 95% confidence intervals: [0.73 to 15.95]), while effective triglyceride reduction was achieved by adding amlodipine and telmisartan to high-intensity statin (-14.68%, 95% confidence intervals: [-28.48  to -0.89]).","['amlodipine', 'amlodipine', 'telmisartan']","['increase of high-density lipoprotein cholesterol', 'effective triglyceride reduction']",True,amlodipine,effective triglyceride reduction,lead,C0151691,Decreased HDL cholesterol concentration,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",amlodipine,lead
1709,19873,34343694,"Combined high-intensity statin and amlodipine lead to significant increase of high-density lipoprotein cholesterol (8.34%, 95% confidence intervals: [0.73 to 15.95]), while effective triglyceride reduction was achieved by adding amlodipine and telmisartan to high-intensity statin (-14.68%, 95% confidence intervals: [-28.48  to -0.89]).","['amlodipine', 'amlodipine', 'telmisartan']","['increase of high-density lipoprotein cholesterol', 'effective triglyceride reduction']",True,telmisartan,increase of high-density lipoprotein cholesterol,lead,C0151691,Decreased HDL cholesterol concentration,65999,Telmisartan,Telmisartan,lead
1710,19873,34343694,"Combined high-intensity statin and amlodipine lead to significant increase of high-density lipoprotein cholesterol (8.34%, 95% confidence intervals: [0.73 to 15.95]), while effective triglyceride reduction was achieved by adding amlodipine and telmisartan to high-intensity statin (-14.68%, 95% confidence intervals: [-28.48  to -0.89]).","['amlodipine', 'amlodipine', 'telmisartan']","['increase of high-density lipoprotein cholesterol', 'effective triglyceride reduction']",True,telmisartan,effective triglyceride reduction,lead,C0151691,Decreased HDL cholesterol concentration,65999,Telmisartan,Telmisartan,lead
1711,19890,34280191, CONCLUSIONS: The current study suggests that telmisartan use in hypertensive T2DM patients may be associated with a lower risk of dementia and any IS events in an  East-Asian population.,['telmisartan'],['dementia'],True,telmisartan,dementia,associated,C0497327,"Dementia, progressive",65999,Telmisartan,Telmisartan,associate
1712,19913,15629863,"Upregulation of GSH  is primarily caused by oxidative stress in the form of hydrogen peroxide generation, and both GSH upregulation and the rate of H(2)O(2) generation correlate well with the cytotoxicity.",['hydrogen peroxide'],['oxidative stress'],True,hydrogen peroxide,oxidative stress,caused,C0242606,Oxidative stress,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",hydrogen peroxide,cause
1713,20116,22495295,"This successfully rescued the phenotype of the knockout mice including reduced birth rates, tissue iron overload, splenomegaly, anemia, leukocytosis, dendritic cell abnormalities, and survival after acute kidney injury induced by rhabdomyolysis or cisplatin nephrotoxicity.",['cisplatin'],"['reduced birth rates', 'splenomegaly', 'anemia', 'leukocytosis', 'dendritic cell abnormalities', 'survival', 'acute kidney injury', 'rhabdomyolysis']",True,cisplatin,rhabdomyolysis,induced,C0035410,Breakdown of skeletal muscle,5702198,azane;dichloroplatinum,azane;dichloroplatinum,induce
1714,20176,34820970,"On the other hand, individual treatment with probiotic exhibited highest serum levels of IL-10 and IgM, while diclazuril alone increased the blood concentrations of IL-10 and decreased the levels of IFN-γ compared to control positive group; however, there  was no significant effect of Prob on IFN-γ, Dic on IgM and all groups on interleukin-17.",['diclazuril alone'],['decreased the levels of IFN-γ'],True,diclazuril alone,decreased the levels of IFN-γ,increased,C4280714,Decreased level of tissue plasminogen activator,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",diclazuril alone,increase
1715,20242,35285362,"Besides, the micelle could increase the retention and release of EMO in colonic ulcers through multi-stage targeting, improve oral bioavailability, regulate the expression of inflammatory  factors and repair damaged tissues, which helped us to achieve the design goal of integrated diagnosis and treatment of UC.",['EMO'],"['colonic ulcers', 'expression of inflammatory  factors']",True,EMO,colonic ulcers,increase,C0267491,Colon ulcer,3220,Emodin,Emodin,increase
1716,20242,35285362,"Besides, the micelle could increase the retention and release of EMO in colonic ulcers through multi-stage targeting, improve oral bioavailability, regulate the expression of inflammatory  factors and repair damaged tissues, which helped us to achieve the design goal of integrated diagnosis and treatment of UC.",['EMO'],"['colonic ulcers', 'expression of inflammatory  factors']",True,EMO,expression of inflammatory  factors and repair damaged tissues,increase,C0267491,Colon ulcer,3220,Emodin,Emodin,increase
1717,20279,35002735," Compared with control rats, the levels of creatinine, urea, uric acid, total cholesterol, triglyceride, and low-density lipoprotein cholesterol in serum were  significantly increased in the adenine-induced CRF rats.",['cholesterol'],['levels of creatinine'],True,cholesterol,levels of creatinine,increased,C4021101,Abnormal circulating creatinine level,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",cholesterol,increase
1718,20280,35002735,"This study first demonstrated that SKI and its major components protected against renal fibrosis by inhibiting  oxidative stress and inflammation via simultaneous targeting IƙB/NF-ƙB and Keap1/Nrf2 signaling pathways, which illuminated the potential molecular mechanism of anti-oxidative and anti-inflammatory effects of SKI.",['SKI'],"['renal fibrosis', 'inflammation']",True,SKI,renal fibrosis,inhibiting,C0151650,Renal fibrosis,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",SKI,inhibit
1719,20280,35002735,"This study first demonstrated that SKI and its major components protected against renal fibrosis by inhibiting  oxidative stress and inflammation via simultaneous targeting IƙB/NF-ƙB and Keap1/Nrf2 signaling pathways, which illuminated the potential molecular mechanism of anti-oxidative and anti-inflammatory effects of SKI.",['SKI'],"['renal fibrosis', 'inflammation']",True,SKI,oxidative stress,inhibiting,C0242606,Oxidative stress,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",SKI,inhibit
1720,20280,35002735,"This study first demonstrated that SKI and its major components protected against renal fibrosis by inhibiting  oxidative stress and inflammation via simultaneous targeting IƙB/NF-ƙB and Keap1/Nrf2 signaling pathways, which illuminated the potential molecular mechanism of anti-oxidative and anti-inflammatory effects of SKI.",['SKI'],"['renal fibrosis', 'inflammation']",True,SKI,inflammation,inhibiting,C3875321,Skin inflammation,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",SKI,inhibit
1721,20294,34974127,"The addition of ascorbate to Fe(III)-Dp44mT substantially increased the peroxidation of micelles and bicelles, with the Fe(III)-Dp44mT complex being reduced by ascorbate to the Fe(II) state, explaining the increased reactivity.",['ascorbate'],"['peroxidation', 'increased reactivity']",True,ascorbate,increased reactivity,increased,C4025637,Increased phosphoribosylpyrophosphate synthetase activity,54670067,Ascorbic Acid,Ascorbic Acid,increase
1722,20320,34891117,Examination of the antiobesity effects of HAQs in 3T3-L1 adipocytes and high-fat diet (HFD)-induced obese rats showed that these anthraquinone compounds inhibited lipid accumulation in 3T3-L1 cells before and after differentiation.,['anthraquinone'],['lipid accumulation'],True,anthraquinone,lipid accumulation,inhibited,C1837262,Increased muscle lipid content,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",anthraquinone,inhibit
1723,20378,3764920,"These results show that a near-lethal dose of TET produced a reversible syndrome of hypoactivity, aphagia, and weight loss similar  to that seen after acute TMT; in the absence of the above signs, diurnal patterns of behavior revealed effects of TET at doses as low as 1.5 mg/kg; the magnitude of the effect depended on the time of day at which the response was measured; and TET did not produce the same effects on ingestive behaviors (polydipsia and reduced feeding efficiency) that were previously observed after acute TMT.",['TET'],"['aphagia', 'weight loss', 'reduced feeding efficiency']",True,TET,weight loss,produced,C1262477,Weight loss,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",TET,produce
1724,20405,1092646,"However, since a depression of mitochondrial function by catabolite repression did not result in sensitization to antimycin, alteration of the mitochondrial membrane does not appear to be responsible for resistance to mitochondrial inhibition.",['antimycin'],['depression'],True,antimycin,depression,result,C0011581,Depression,NA,"[(7S,9E,11S,12R,13S,14R,15R,16R,17S,18S,19E,21Z)-2,15,17,27,29-pentahydroxy-11-methoxy-3,7,12,14,16,18,22-heptamethyl-26-[(E)-(4-methylpiperazin-1-yl)iminomethyl]-6,23-dioxo-8,30-dioxa-24-azatetracyclo[23.3.1.14,7.05,28]triaconta-1(29),2,4,9,19,21,25,27-octaen-13-yl] acetate",antimycin,result
