Article.ID;User.ID;User.Name;KE..Up.;Novel.KE.Up.;KE.up..biomarker;Novel.other.biomarker.KE.up.;KE.Down.;Novel.KE.Down.;KE.down..biomarker;Novel.other.biomarker.KE.down.;Stressor.BA.BP.;chemical;Species.BA.BP.;Test.system.BA.BP.;Dose.concordance..EP.;Time.concordance..EP.;Correlation.KEs..BP.ES.;Evidence.level..EP.ES.BP.BA.;assay.method..EP.ES.BA.
14967839;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;PXR(NR1I2) ;nan;oxidative stress;nan;['novel'];"Nrf2;Nqo1"; food (supplement);oleanolic acid; mouse;in vivo;True;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical"; other
14967839;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;CAR(NR1I3) ;nan;oxidative stress;nan;['novel'];"Nrf2;Nqo1"; food (supplement);oleanolic acid; mouse;in vivo;True;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical"; other
14967839;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;FXR(NR1H4) ;nan;cholestasis;nan;['ALT', 'ALP', 'bilirubin (total)', 'plasma bile acids'];nan; food (supplement);oleanolic acid; mouse;in vivo;True;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical"; other
14967839;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;PXR(NR1I2) ;nan;cholestasis;nan;['ALT', 'ALP', 'bilirubin (total)', 'plasma bile acids'];nan; food (supplement);oleanolic acid; mouse;in vivo;True;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical"; other
14967839;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;CAR(NR1I3) ;nan;cholestasis;nan;['ALT', 'ALP', 'bilirubin (total)', 'plasma bile acids'];nan; food (supplement);oleanolic acid; mouse;in vivo;True;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical"; other
14967959;6916;amy.maerten;nuclear receptor changes;nan;SHP ;nan;cholestasis;nan;[' not defined'];nan;pharmaceutical;flutamide; mouse; in vitro;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical";transcriptional study
14967959;6916;amy.maerten;transporter changes;nan;BSEP(ABCB11);nan;cholestasis;nan;[' not defined'];nan;pharmaceutical;flutamide; mouse; in vitro;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical";transcriptional study
14967959;6916;amy.maerten;nuclear receptor changes;nan;SHP ;nan;cholestasis;nan;['ALT', 'ALP', 'AST', ' bile acids'];nan;pharmaceutical;flutamide; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical";transcriptional study
14967959;6916;amy.maerten;transporter changes;nan;BSEP(ABCB11);nan;cholestasis;nan;['ALT', 'ALP', 'AST', ' bile acids'];nan;pharmaceutical;flutamide; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical";transcriptional study
14967942;6930;milos.mihajlovic;nuclear receptor changes;nan;FXR(NR1H4) ;nan;cholestasis;nan;['AST', 'ALT', 'bilirubin (total)'];nan;ANIT;a_naphthylisothiocyanate; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;clinical;  translational study
14967942;6930;milos.mihajlovic;nuclear receptor changes;nan;SHP ;nan;cholestasis;nan;['AST', 'ALT', 'bilirubin (total)'];nan;ANIT;a_naphthylisothiocyanate; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;clinical;  translational study
14967899;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;FXR(NR1H4) ;nan;cholestasis;nan;['ALT', 'AST', 'ALP', 'GGT', 'total liver bile acids', 'bilirubin (total)', ' bile acids '];bile flow;ANIT;a_naphthylisothiocyanate; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional; functional; translational";" other;transcriptional study"
14967899;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;FXR(NR1H4);nan;inflammation;nan;['inflammation biomarkers(IL_1b/TNFa/CRP/IL_6/IL_8)'];MPO;ANIT;a_naphthylisothiocyanate; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional; functional; translational";" other;transcriptional study"
14967899;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;FXR(NR1H4);nan;mitochondrial impairment;nan;['mitochondrial impairment(biomarkers)'];mtDNA decrease;ANIT;a_naphthylisothiocyanate; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional; functional; translational";" other;transcriptional study"
14967887;7581;John.Alphonsus.Rowe;nuclear receptor changes;nan;SHP ;nan;cholestasis;nan;['ALP', 'ALT'];nan;pharmaceutical;17a_ethynylestradiol; mouse;in vivo;True;nomeasure;NEGATIVE CORRELATION;"clinical;transcriptional";transcriptional study
14967834;6128;jian.jiang;nuclear receptor changes;nan;FXR(NR1H4) ;nan;cholestasis;nan;['ALP', 'plasma bile acids'];nan;pharmaceutical;17a_ethynylestradiol; rat;in vivo;True;True;NEGATIVE CORRELATION;"transcriptional; translational; functional";"transcriptional study;  translational study; inhibitor/inducer study"
14967834;6128;jian.jiang;nuclear receptor changes;nan;FXR(NR1H4) ;nan;cholestasis;nan;['novel'];bile flow, bile acids output;pharmaceutical;17a_ethynylestradiol; rat;in vivo;True;True;POSITIVE CORRELATION;"transcriptional; translational; functional";"transcriptional study;  translational study; inhibitor/inducer study"
14967832;6930;milos.mihajlovic;nuclear receptor changes;nan;FXR(NR1H4) ;nan;inflammation;nan;['inflammation biomarkers(IL_1b/TNFa/CRP/IL_6/IL_8)'];nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NO CORRELATION;transcriptional;  translational study
14967832;6930;milos.mihajlovic;nuclear receptor changes;nan;FXR(NR1H4) ;nan;cholestasis;nan;['AST', 'ALT', 'ALP', 'bilirubin (total)', 'plasma bile acids', ' bile acids '];nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NO CORRELATION;clinical;  translational study
14967821;6128;jian.jiang;nuclear receptor changes;nan;FXR(NR1H4) ;nan;apoptosis;nan;['novel'];p53, JNK;pharmaceutical;cholic acid; mouse; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION; translational;"  translational study; inhibitor/inducer study"
14967800;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;FXR(NR1H4) ;nan;cholestasis;nan;[' not defined'];nan;pharmaceutical;chlorpromazine; rat; ex vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;transcriptional; other
14967800;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;FXR(NR1H4) ;nan;cholestasis;nan;[' not defined'];nan;pharmaceutical;cyclosporineA; rat; ex vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;transcriptional; other
14967800;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;FXR(NR1H4) ;nan;cholestasis;nan;[' not defined'];nan;pharmaceutical;glibenclamide; rat; ex vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;transcriptional; other
14967800;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;FXR(NR1H4) ;nan; intracellular bile acid accumulation;nan;[' bile acids '];nan;pharmaceutical;chlorpromazine; rat; ex vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional; functional";" other;transcriptional study"
14967800;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;FXR(NR1H4) ;nan; intracellular bile acid accumulation;nan;[' bile acids '];nan;pharmaceutical;cyclosporineA; rat; ex vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional; functional";" other;transcriptional study"
14967800;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;FXR(NR1H4) ;nan; intracellular bile acid accumulation;nan;[' bile acids '];nan;pharmaceutical;glibenclamide; rat; ex vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional; functional";" other;transcriptional study"
14967745;6912;julen.sanz.serrano;nuclear receptor changes;nan;FXR(NR1H4) ;nan;cholestasis;nan;['ALP', 'AST', 'ALT', 'bilirubin (total)', 'novel'];TBIL, DBIL;ANIT;a_naphthylisothiocyanate; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"clinical;transcriptional"; inhibitor/inducer study
14967962;6916;amy.maerten;nuclear receptor changes;nan;FXR(NR1H4) ;nan;novel_proatherogenic events;proatherogenic events;['novel'];cholesteryl ester transfer protein expression; other;taurocholic acid; mouse;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional; translational";"transcriptional study;  translational study"
14967962;6916;amy.maerten;nuclear receptor changes;nan;FXR(NR1H4) ;nan;novel_proatherogenic events;proatherogenic events;['novel'];cholesteryl ester transfer protein expression; other;taurocholic acid; mouse; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional; translational";"transcriptional study;  translational study"
14967677;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;CAR(NR1I3) ;Ppara,Lrh1;cholestasis;nan;['ALT', 'bilirubin (total)', 'plasma bile acids', 'novel'];CK18; other;Perfluorononanoic Acid; mouse;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional;clinical";"transcriptional study; other"
14967677;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;FXR(NR1H4) ;Ppara,Lrh1;cholestasis;nan;['ALT', 'bilirubin (total)', 'plasma bile acids', 'novel'];CK18; other;Perfluorononanoic Acid; mouse;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional;clinical";"transcriptional study; other"
14967677;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;SHP ;Ppara,Lrh1;cholestasis;nan;['ALT', 'bilirubin (total)', 'plasma bile acids', 'novel'];CK18; other;Perfluorononanoic Acid; mouse;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional;clinical";"transcriptional study; other"
14967677;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;novel;Ppara,Lrh1;cholestasis;nan;['ALT', 'bilirubin (total)', 'plasma bile acids', 'novel'];CK18; other;Perfluorononanoic Acid; mouse;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional;clinical";"transcriptional study; other"
14967670;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;FXR(NR1H4) ;HNF1a;cholestasis;nan;['ALT', 'AST', 'ALP', 'GGT', 'plasma bile acids'];nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical";"transcriptional study; other"
14967670;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;novel;HNF1a;cholestasis;nan;['ALT', 'AST', 'ALP', 'GGT', 'plasma bile acids'];nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical";"transcriptional study; other"
14967670;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;SHP ;HNF1a;cholestasis;nan;['ALT', 'AST', 'ALP', 'GGT', 'plasma bile acids'];nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical";"transcriptional study; other"
14967670;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;FXR(NR1H4) ;HNF1a; intracellular bile acid accumulation;nan;['total liver bile acids'];nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical";"transcriptional study; other"
14967670;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;novel;HNF1a; intracellular bile acid accumulation;nan;['total liver bile acids'];nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical";"transcriptional study; other"
14967670;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;SHP ;HNF1a; intracellular bile acid accumulation;nan;['total liver bile acids'];nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical";"transcriptional study; other"
14967662;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;FXR(NR1H4) ;sirt1,HNF1a;inflammation;nan;['inflammation biomarkers(IL_1b/TNFa/CRP/IL_6/IL_8)'];nan;pharmaceutical;17a_ethynylestradiol; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional; translational;clinical";"transcriptional study;  translational study; other"
14967662;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;novel;sirt1,HNF1a;inflammation;nan;['inflammation biomarkers(IL_1b/TNFa/CRP/IL_6/IL_8)'];nan;pharmaceutical;17a_ethynylestradiol; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional; translational;clinical";"transcriptional study;  translational study; other"
14967662;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;FXR(NR1H4) ;sirt1,HNF1a;cholestasis;nan;['ALT', 'AST', 'novel', 'total liver bile acids', 'bilirubin (total)'];bile flow impairment;pharmaceutical;17a_ethynylestradiol; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional; translational;clinical";"transcriptional study;  translational study; other"
14967662;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;novel;sirt1,HNF1a;cholestasis;nan;['ALT', 'AST', 'novel', 'total liver bile acids', 'bilirubin (total)'];bile flow impairment;pharmaceutical;17a_ethynylestradiol; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional; translational;clinical";"transcriptional study;  translational study; other"
14967656;6930;milos.mihajlovic;nuclear receptor changes;nan;FXR(NR1H4) ;nan;apoptosis;nan;['novel'];cleaved caspase_3, cleaved_caspase 9;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION; translational;  translational study
14967656;6930;milos.mihajlovic;nuclear receptor changes;nan;FXR(NR1H4) ;nan;oxidative stress;nan;['novel'];GPx, SOD;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NO CORRELATION; functional;  translational study
14967656;6930;milos.mihajlovic;nuclear receptor changes;nan;FXR(NR1H4) ;nan;apoptosis;nan;['novel'];Bcl_2;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION; translational;  translational study
14967656;6930;milos.mihajlovic;nuclear receptor changes;nan;FXR(NR1H4) ;nan;oxidative stress;nan;['novel'];MDA;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION; functional;  translational study
14967656;6930;milos.mihajlovic;nuclear receptor changes;nan;FXR(NR1H4) ;nan;inflammation;nan;['inflammation biomarkers(IL_1b/TNFa/CRP/IL_6/IL_8)'];TNFa, IL1b;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NO CORRELATION; translational;  translational study
14967656;6930;milos.mihajlovic;nuclear receptor changes;nan;FXR(NR1H4) ;nan;cholestasis;nan;['AST', 'ALT', 'ALP', 'bilirubin (total)', 'plasma bile acids'];nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;clinical;  translational study
14967650;6128;jian.jiang;nuclear receptor changes;nan;FXR(NR1H4) ;nan;cholestasis;nan;['ALT', 'ALP', 'AST', 'plasma bile acids'];nan;pharmaceutical;17a_ethynylestradiol; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;" functional;transcriptional; translational";" inhibitor/inducer study;transcriptional study;  translational study"
14967650;6128;jian.jiang;nuclear receptor changes;nan;PXR(NR1I2) ;nan;cholestasis;nan;['ALT', 'ALP', 'AST', 'plasma bile acids'];nan;pharmaceutical;17a_ethynylestradiol; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;" functional;transcriptional";" inhibitor/inducer study;transcriptional study"
14967650;6128;jian.jiang;nuclear receptor changes;nan;CAR(NR1I3) ;nan;cholestasis;nan;['ALT', 'ALP', 'AST', 'plasma bile acids'];nan;pharmaceutical;17a_ethynylestradiol; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;" functional;transcriptional";" inhibitor/inducer study;transcriptional study"
14967646;6128;jian.jiang;nuclear receptor changes;nan;FXR(NR1H4) ;nan;cholestasis;nan;['ALT', 'ALP', 'AST', 'plasma bile acids', 'bilirubin (total)', 'GGT'];nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional; translational";"transcriptional study;  translational study; inhibitor/inducer study"
14967643;6128;jian.jiang;nuclear receptor changes;nan;novel;Hnf4a;cholestasis;nan;['ALP', 'ALT', 'AST', 'GGT', 'bilirubin (total)'];nan;ANIT;a_naphthylisothiocyanate; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional; functional";"transcriptional study; inhibitor/inducer study"
14967593;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;FXR(NR1H4) ;nan;cholestasis;nan;['ALP', 'plasma bile acids', 'ALT'];nan;ANIT;a_naphthylisothiocyanate; rat; in vitro;True;nomeasure;NEGATIVE CORRELATION;"transcriptional; translational;clinical"; other
14967593;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;FXR(NR1H4) ;nan;cholestasis;nan;['ALP', 'plasma bile acids', 'ALT'];nan;ANIT;a_naphthylisothiocyanate; rat;in vivo;True;nomeasure;NEGATIVE CORRELATION;"transcriptional; translational;clinical"; other
14967593;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;novel;AMPK,ERK,LKB1;cholestasis;nan;['ALP', 'plasma bile acids', 'ALT'];nan;ANIT;a_naphthylisothiocyanate; rat; in vitro;True;nomeasure;POSITIVE CORRELATION;"transcriptional; translational;clinical"; other
14967593;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;novel;AMPK,ERK,LKB1;cholestasis;nan;['ALP', 'plasma bile acids', 'ALT'];nan;ANIT;a_naphthylisothiocyanate; rat;in vivo;True;nomeasure;POSITIVE CORRELATION;"transcriptional; translational;clinical"; other
14967589;6911;axelle.cooreman;nuclear receptor changes;nan;FXR(NR1H4) ;nan;cholestasis;nan;['ALT', 'AST', 'ALP', 'GGT', 'total liver bile acids', 'bilirubin (total)', ' bile acids '];nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional; translational";"transcriptional study;  translational study; inhibitor/inducer study"
14967587;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;FXR(NR1H4) ;nan;cholestasis;nan;['ALT', 'AST', 'ALP', 'GGT', 'bilirubin (total)', 'plasma bile acids'];nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional;clinical";"transcriptional study; other"
14967564;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;FXR(NR1H4) ;nan;cholestasis;nan;['plasma bile acids', 'ALP', 'ALT', 'AST'];nan;pharmaceutical;17a_ethynylestradiol; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional; translational;clinical";"transcriptional study;  translational study; other"
14967564;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;FXR(NR1H4) ;nan;cholestasis;nan;['plasma bile acids', 'ALP', 'ALT', 'AST'];nan;pharmaceutical;17a_ethynylestradiol; rat;in vitro;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional; translational;clinical";"transcriptional study;  translational study; other"
14967564;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;novel;pampk;cholestasis;nan;['plasma bile acids', 'ALP', 'ALT', 'AST'];nan;pharmaceutical;17a_ethynylestradiol; rat;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional;clinical; translational";"transcriptional study;  translational study; other"
14967564;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;novel;pampk;cholestasis;nan;['plasma bile acids', 'ALP', 'ALT', 'AST'];nan;pharmaceutical;17a_ethynylestradiol; rat; in vitro;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional;clinical; translational";"transcriptional study;  translational study; other"
14967549;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;novel;fgf19;cholestasis;nan;['novel'];bile flow ;pharmaceutical;cyclosporineA;human; in vitro;True;nomeasure;NEGATIVE CORRELATION;" functional;transcriptional";" other;transcriptional study"
14967531;6912;julen.sanz.serrano;nuclear receptor changes;nan;PXR(NR1I2) ;AhR, PPAR alpha;cholestasis;nan;['ALT', 'AST', 'ALP', 'GGT', 'novel'];TBA, TBIL;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"clinical;transcriptional"; inhibitor/inducer study
14967531;6912;julen.sanz.serrano;nuclear receptor changes;nan;FXR(NR1H4) ;AhR, PPAR alpha;cholestasis;nan;['ALT', 'AST', 'ALP', 'GGT', 'novel'];TBA, TBIL;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"clinical;transcriptional"; inhibitor/inducer study
14967531;6912;julen.sanz.serrano;nuclear receptor changes;nan;novel;AhR, PPAR alpha;cholestasis;nan;['ALT', 'AST', 'ALP', 'GGT', 'novel'];TBA, TBIL;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"clinical;transcriptional"; inhibitor/inducer study
14967530;6306;mathieu.vinken;nuclear receptor changes;nan;novel;CYP2B10;cholestasis;nan;['ALT', 'AST', 'ALP', 'total liver bile acids'];histopathology;pharmaceutical;3,5_diethoxycarbonyl_1,4_dihydrocollidine; mouse;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;transcriptional;transcriptional study
14967530;6306;mathieu.vinken;nuclear receptor changes;nan;FXR(NR1H4) ;UGT1A1;cholestasis;nan;['ALT', 'AST', 'ALP', 'total liver bile acids'];histopathology;pharmaceutical;3,5_diethoxycarbonyl_1,4_dihydrocollidine; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;transcriptional;transcriptional study
14967515;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;FXR(NR1H4) ;nan;cholestasis;nan;['ALT', 'AST', 'plasma bile acids', 'bilirubin (total)'];nan;ANIT;a_naphthylisothiocyanate; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional; translational";"transcriptional study;  translational study; other;Functional pathway analysis"
14967515;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;SHP ;nan;cholestasis;nan;['ALT', 'AST', 'plasma bile acids', 'bilirubin (total)'];nan;ANIT;a_naphthylisothiocyanate; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional; translational";"transcriptional study;  translational study; other;Functional pathway analysis"
14967514;6128;jian.jiang;nuclear receptor changes;nan;FXR(NR1H4) ;nan;cholestasis;nan;['ALT', 'ALP', 'AST', 'plasma bile acids'];nan;pharmaceutical;3,5_diethoxycarbonyl_1,4_dihydrocollidine; mouse;in vivo;nomeasure;nomeasure;POSITIVE CORRELATION;"transcriptional; functional";"transcriptional study; inhibitor/inducer study"
14967504;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;FXR(NR1H4) ;nan; intracellular bile acid accumulation;nan;['total liver bile acids'];nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;clinical; other
14967504;6058;Jonas.Werner.E.Van.Ertvelde;nuclear receptor changes;nan;SHP ;nan; intracellular bile acid accumulation;nan;['total liver bile acids'];nan;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;clinical; other
14967486;6306;mathieu.vinken;nuclear receptor changes;nan;novel;CYP2B10, UGT1A1;cholestasis;nan;['ALT', 'AST', 'ALP', 'total liver bile acids', ' not defined'];Histopathology;ANIT;a_naphthylisothiocyanate; mouse;in vivo;nomeasure;nomeasure;NO CORRELATION;transcriptional;transcriptional study
14967479;6306;mathieu.vinken;nuclear receptor changes;nan;FXR(NR1H4) ;nan;cholestasis;nan;['ALT', 'AST', 'ALP', 'bilirubin (total)', 'total liver bile acids'];lactate dehydrogenase, histopathology;ANIT;a_naphthylisothiocyanate; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;transcriptional;transcriptional study
14967479;6306;mathieu.vinken;nuclear receptor changes;nan;SHP ;nan;cholestasis;nan;['ALT', 'AST', 'ALP', 'bilirubin (total)', 'total liver bile acids'];lactate dehydrogenase, histopathology;ANIT;a_naphthylisothiocyanate; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;transcriptional;transcriptional study
14967478;6306;mathieu.vinken;nuclear receptor changes;nan;FXR(NR1H4) ;nan;cholestasis;nan;['ALT', 'AST', 'ALP', 'GGT', 'bilirubin (total)', 'total liver bile acids'];histopathology;ANIT;a_naphthylisothiocyanate; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION; translational;  translational study
14967478;6306;mathieu.vinken;nuclear receptor changes;nan;SHP ;nan;cholestasis;nan;['ALT', 'AST', 'ALP', 'GGT', 'bilirubin (total)', 'total liver bile acids'];histopathology;ANIT;a_naphthylisothiocyanate; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION; translational;  translational study
14967477;6306;mathieu.vinken;nuclear receptor changes;nan;FXR(NR1H4) ;VDR;cholestasis;nan;['ALT', 'AST', 'ALP', 'GGT', 'bilirubin (total)', 'total liver bile acids'];cholesterol, histopathology;ANIT;a_naphthylisothiocyanate; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional; translational";"transcriptional study;  translational study"
14967477;6306;mathieu.vinken;nuclear receptor changes;nan;PXR(NR1I2) ;VDR;cholestasis;nan;['ALT', 'AST', 'ALP', 'GGT', 'bilirubin (total)', 'total liver bile acids'];cholesterol, histopathology;ANIT;a_naphthylisothiocyanate; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional; translational";"transcriptional study;  translational study"
14967477;6306;mathieu.vinken;nuclear receptor changes;nan;CAR(NR1I3) ;VDR;cholestasis;nan;['ALT', 'AST', 'ALP', 'GGT', 'bilirubin (total)', 'total liver bile acids'];cholesterol, histopathology;ANIT;a_naphthylisothiocyanate; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional; translational";"transcriptional study;  translational study"
14967476;6306;mathieu.vinken;nuclear receptor changes;nan;FXR(NR1H4) ;nan;cholestasis;nan;['ALT', 'AST', 'ALP', 'GGT', 'bilirubin (total)', 'total liver bile acids'];histopathology;ANIT;a_naphthylisothiocyanate; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional; translational";"transcriptional study;  translational study"
14967476;6306;mathieu.vinken;nuclear receptor changes;nan;PXR(NR1I2) ;nan;cholestasis;nan;['ALT', 'AST', 'ALP', 'GGT', 'bilirubin (total)', 'total liver bile acids'];histopathology;ANIT;a_naphthylisothiocyanate; rat;in vivo;nomeasure;nomeasure;NEGATIVE CORRELATION;"transcriptional; translational";"transcriptional study;  translational study"
